,Title,Score,Producers_closeness_centrality,Producers_betweenness_centrality,Producers_degree_centrality,Producers_clustering_coefficient,Themes_closeness_centrality,Themes_betweenness_centrality,Themes_degree_centrality,Themes_clustering_coefficient
15,009 Re:Cyborg x Zip,4.961,0.382707765808524,0.010722873290399006,0.10252904989747096,0.2199552572706935,0.7538461538461538,0.024760273580969626,0.673469387755102,0.5643939393939394
16,009-1,6.221,0.3891389644726609,0.017848154231922434,0.12531328320802007,0.18976501769740126,0.7424242424242425,0.024198083517353988,0.6530612244897959,0.5584677419354839
17,07-Ghost,7.201,0.3573431185619551,0.0009035435572178562,0.0533151059466849,0.42923742923742925,0.7259657594381036,0.017503519376258603,0.6224489795918366,0.6020763811642567
18,1+2=Paradise,4.781,0.24705797819714687,0.0,0.000683526999316473,0.0,0.6451836451836452,0.007161562349912361,0.44897959183673464,0.6563691838291381
19,100-man no Inochi no Ue ni Ore wa Tatteiru,6.501,0.3881552788178877,0.014804740473629513,0.12611073137388926,0.23790050916867939,0.6475395583376804,0.007409640554888786,0.44897959183673464,0.7071392659627953
20,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,6.811,0.36100240217070295,0.002595723536971663,0.07040328092959672,0.31677136874167144,0.6475395583376804,0.007409640554888786,0.44897959183673464,0.7071392659627953
21,11-nin Iru!,7.041,0.31530275167231336,0.0025340204745464214,0.02050580997949419,0.2482758620689655,0.6363636363636364,0.005405231072060305,0.42857142857142855,0.7238095238095238
22,11eyes,6.081,0.3637171431878295,0.011284579072715758,0.08589655958077012,0.4117910698954231,0.7538461538461538,0.024760273580969622,0.673469387755102,0.5643939393939394
23,11eyes: Momoiro Genmutan,6.041,0.36157203120765874,0.0038126420985055867,0.05399863294600137,0.3807205452775073,0.7538461538461538,0.024760273580969626,0.673469387755102,0.5643939393939394
24,12-sai.,6.251,0.3844736153990834,0.014508921170648071,0.11209842788790159,0.22040999551099805,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
25,12-sai. 2nd Season,6.281,0.3844736153990834,0.014508921170648071,0.11209842788790159,0.22040999551099805,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
26,12-sai.: Chicchana Mune no Tokimeki,6.400999999999998,0.37567553993205205,0.010372339713920018,0.10780197246362659,0.3074404535840503,0.9607843137254902,0.08807411438674471,0.9591836734693879,0.40980573543015725
27,12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.591,0.3690255560262206,0.00785047595452193,0.09129967776584318,0.33032071950835434,0.9607843137254902,0.08807411438674471,0.9591836734693879,0.40980573543015725
28,123,4.671,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
29,15 Bishoujo Hyouryuuki,6.771,0.3398535777202132,0.0008761228351167453,0.03417634996582365,0.40408163265306124,0.6621621621621622,0.007475162665857364,0.4897959183673469,0.6811594202898551
30,2,4.271,0.0,0.0,0.0,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
31,2.43: Seiin Koukou Danshi Volley-bu,6.150999999999999,0.3673272613112479,0.011111461680067648,0.09084073820915926,0.3676012793841319,0.7866421568627452,0.04654456105425474,0.6632653061224489,0.5153603840549479
32,2002-nen Halmeoni Ondo,4.731,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
33,2010,4.761,0.002083129902678775,0.0,0.000683526999316473,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
34,22-Jul,6.790999999999999,0.36880769550600734,0.008796511810913316,0.09784200761644375,0.36833739969635415,0.7034895314057826,0.019995578731219373,0.5306122448979592,0.5985155195681511
35,22/7: 8＋3=?,6.511,0.3999062387048058,0.024369358339896573,0.15789473684210528,0.15305853566723132,0.7034895314057826,0.01999557873121937,0.5306122448979591,0.5985155195681511
36,24H,4.661,0.0026039123783484688,3.272701091118544e-06,0.0010252904989747095,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
37,25-sai no Joshikousei,5.571,0.2704907169289495,0.0012953542549939234,0.007006151742993848,0.3883610954263128,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
38,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,6.031,0.30986649733313554,6.919123962100836e-05,0.010252904989747095,0.44761904761904764,0.5568181818181818,0.000786316024911463,0.2040816326530612,0.7777777777777778
39,3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.561,0.340492766662285,0.0063433426147043335,0.047163362952836636,0.5720095693779904,0.5568181818181818,0.000786316024911463,0.2040816326530612,0.7777777777777778
40,3-D Heaven,4.271,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
41,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,5.361,0.28280934869219837,0.00108186147497833,0.002734107997265892,0.5,0.8956463941508808,0.0629346385893495,0.8775510204081631,0.45726454112938364
42,3-gatsu no Lion,8.390999999999998,0.3767472905166945,0.012379349104999401,0.0976304397357029,0.2548297955117162,0.6405611296915645,0.009397954978884718,0.42857142857142855,0.617694767422535
43,3-gatsu no Lion 2nd Season,8.951,0.3767472905166945,0.012379349104999401,0.0976304397357029,0.2548297955117162,0.6405611296915645,0.009397954978884718,0.42857142857142855,0.617694767422535
44,365-nichi no Love Song,5.531,0.3496435774645608,0.009949265209812016,0.07974481658692185,0.4604494617789647,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
45,3D Kanojo: Real Girl,6.841,0.3727539462363854,0.007084899686920029,0.07906128958760539,0.32462246693787683,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
46,3D Kanojo: Real Girl 2nd Season,7.671,0.35630861364599264,0.0038187231170026155,0.063568010936432,0.42228846996462466,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
47,3x3 Eyes,6.731000000000001,0.37145966668064556,0.013447351561565728,0.1009341535657325,0.2212078963466814,0.683853459972863,0.01192499775562935,0.5306122448979591,0.6341781874039938
48,3x3 Eyes: Seima Densetsu,6.921,0.3748775098942266,0.013405632955003103,0.09979494190020506,0.2701350994118155,0.683853459972863,0.01192499775562935,0.5306122448979591,0.6341781874039938
49,44-hiki no Neko,4.521,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
50,5-toubun no Hanayome,7.671,0.37495602506370423,0.012140770877471804,0.10184552289815448,0.34582449045064634,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
51,5-toubun no Hanayome ∬,8.111,0.3742430963153497,0.01131162148729177,0.09629186602870815,0.3050097950931766,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
52,6 Lovers,5.511,0.2991465728170414,0.0,0.004101161995898838,1.0,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
53,6♥Princess,5.461,0.2431905277557482,0.0,0.000683526999316473,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
54,7 Seeds,6.561,0.3619256199101433,0.0052448715008184404,0.07518796992481204,0.2886776766851228,0.6658515346742092,0.013785632860170573,0.47619047619047605,0.6518316153866026
55,7 Seeds 2nd Season,7.081,0.37228554891885196,0.006141945902601781,0.08726361357940306,0.2952711421192175,0.6658515346742092,0.013785632860170573,0.47619047619047605,0.6518316153866026
56,7-kakan.,5.531,0.35091313135965346,0.0018433880535830985,0.045796308954203696,0.3998190863862506,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
57,86,8.260999999999997,0.38467365854875063,0.01383252278250414,0.12075643654591023,0.2628192593916143,0.73150623885918,0.021419795404125978,0.6326530612244897,0.5780844456803856
58,86 Part 2,8.711,0.38467365854875063,0.01383252278250414,0.12075643654591023,0.2628192593916143,0.73150623885918,0.021419795404125978,0.6326530612244897,0.5780844456803856
59,86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.831,0.3999062387048058,0.024369358339896573,0.15789473684210528,0.15305853566723132,0.7205882352941176,0.018641507290897967,0.6122448979591836,0.5977011494252874
60,91 Days,7.831,0.3530123230165731,0.00856995379261086,0.0813397129186603,0.4780102190216485,0.7211942809083264,0.02673738708945554,0.5714285714285714,0.5689102564102564
61,91 Days: Mijikai Rousoku,6.501,0.39271473838882753,0.01285493068891629,0.12132604237867396,0.21701532853247277,0.7211942809083263,0.026737387089455538,0.5714285714285714,0.5689102564102564
62,A Brightening Life,5.441,0.000683526999316473,0.0,0.000683526999316473,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
63,A Christmas Song,5.561,0.3583209926158776,0.0026679493367093472,0.05194805194805195,0.37964912280701757,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
64,A Kite,6.541,0.2529145577760455,0.0010945290181450856,0.003759398496240602,0.47619047619047616,0.658459595959596,0.008107915149777947,0.47959183673469385,0.6755677655677655
65,A song for You! You? You!!,6.961,0.41530815546507244,0.027013757410287362,0.18181818181818182,0.15902964959568733,0.7034895314057826,0.01999557873121937,0.5306122448979591,0.5985155195681511
66,A-Channel,6.941,0.40545283951274486,0.021191316214463008,0.16176805650489864,0.16636187554917295,0.7944947209653092,0.047654349400746976,0.6836734693877551,0.5075344466624471
67,A-Channel+smile,7.101,0.40545283951274486,0.021191316214463008,0.16176805650489864,0.16636187554917295,0.7866421568627451,0.04743330792679809,0.6632653061224489,0.46634077621181064
68,A-Channel: +A-Channel,6.961,0.3999062387048058,0.024369358339896573,0.15789473684210528,0.15305853566723132,0.7866421568627451,0.04743330792679809,0.6632653061224489,0.4663407762118107
69,A-Channel: Nabe wo Tabeyou,6.861,0.3999062387048058,0.024369358339896573,0.15789473684210528,0.15305853566723132,0.7866421568627451,0.04743330792679809,0.6632653061224489,0.4663407762118107
70,A-Girl,5.541,0.3976508022175336,0.01339616835003376,0.12850307587149692,0.21191261804528388,0.8956463941508808,0.0629346385893495,0.8775510204081631,0.45726454112938364
71,A.D. Police (TV),5.931,0.35430425168589674,0.01773597926861247,0.0430622009569378,0.3579109062980031,0.7424242424242424,0.023990561238100058,0.6530612244897959,0.5433467741935484
72,ACCA: 13-ku Kansatsu-ka,7.671,0.37288367392848754,0.00790601252847763,0.09197235513024987,0.3260165479233987,0.6805555555555556,0.008731366249916432,0.5306122448979591,0.6892307692307692
73,ACCA: 13-ku Kansatsu-ka - Regards,7.171,0.41530815546507244,0.027013757410287362,0.18181818181818182,0.15902964959568733,0.6805555555555556,0.008731366249916432,0.5306122448979591,0.6892307692307692
74,AD Police,6.241,0.3333795741574555,0.002308500220930578,0.036910457963089546,0.3662000156201187,0.7134785353535353,0.01926831136085891,0.5918367346938775,0.5930916626068429
75,AKB0048,7.361,0.3528153227113042,0.003973975968080072,0.05878332194121668,0.365591014055442,0.7034895314057827,0.01999557873121937,0.5306122448979591,0.5985155195681512
76,AKB0048: Next Stage,7.631,0.3624298533457552,0.0029686458321725776,0.05673274094326727,0.3517484572436086,0.7034895314057826,0.01999557873121937,0.5306122448979591,0.5985155195681511
77,ARP Backstage Pass,5.581,0.3751899458189552,0.01020855639867906,0.10879471405787199,0.36509886110477646,0.7001379582183683,0.020157584048971198,0.5204081632653061,0.5478162188688503
78,AWOL,5.391,0.3174908215987403,0.0005224084102342659,0.0177717019822283,0.6091787439613526,0.678475935828877,0.012023369181479136,0.520408163265306,0.6607553366174056
79,Aa Harimanada,6.091,0.4132484666868417,0.03916932692516156,0.18318523581681478,0.12085639219632176,0.6434343434343435,0.011359134990108764,0.4081632653061224,0.6929723502304148
80,Abciee Shuugyou Nikki,5.451,0.3598685116259972,0.0020306422781176,0.06903622693096378,0.3201980198019802,0.6533333333333333,0.013317281294027913,0.4693877551020408,0.5098814229249012
81,Abenobashi Mahou☆Shoutengai,7.230999999999999,0.3684638867378952,0.007456901548305225,0.07969924812030076,0.31523461263851704,0.7339593114241001,0.023154905048830388,0.6326530612244897,0.5802485096602743
82,Absolute Duo,6.441,0.3697522280339556,0.011354467531164265,0.10372522214627479,0.3422112816007504,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
83,Accel World,7.241,0.37299375983770533,0.0055976645094666655,0.08298017771701982,0.31712798099990713,0.7828612926652143,0.045351253905884646,0.6530612244897959,0.5872558088915492
84,Accel World: Infinite∞Burst,6.621,0.3361148144889677,0.0007274459266874855,0.03144224196855776,0.4888888888888889,0.7828612926652143,0.045351253905884646,0.6530612244897959,0.5872558088915492
85,Acchi Kocchi,7.480999999999999,0.36400844262683596,0.013281284696743327,0.08692185007974484,0.36049427347804436,0.7663781231556168,0.03805762945142382,0.653061224489796,0.517338235377592
86,Ace wo Nerae!,7.061,0.40095586137857164,0.015030906271800334,0.14627477785372522,0.1941117107630205,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
87,Action Heroine Cheer Fruits,6.531,0.36063030928204864,0.0057329622989076325,0.07708665603402447,0.3462873373015329,0.9607843137254901,0.08807411438674471,0.9591836734693877,0.40980573543015725
88,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,5.861,0.3837642067905934,0.009902530641438628,0.10714285714285715,0.2764081156503442,0.711489898989899,0.01646472488363521,0.5918367346938775,0.6238492555831265
89,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.341,0.3837642067905934,0.009902530641438628,0.10714285714285715,0.2764081156503442,0.711489898989899,0.01646472488363521,0.5918367346938775,0.6238492555831265
90,Actors: Songs Connection,6.301000000000001,0.39675128640149043,0.018753912287561934,0.1494645705172021,0.21002041432886656,0.8956463941508809,0.0629346385893495,0.8775510204081632,0.4572645411293836
91,Adachi to Shimamura,7.101,0.41280234441225216,0.02334362404465669,0.17805878332194125,0.16283626814350147,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
92,Advancer Tina,5.031,0.2479267241307587,4.7869887075859154e-06,0.002050580997949419,0.6666666666666666,0.6363636363636364,0.005405231072060305,0.42857142857142855,0.7238095238095238
93,Africa no Salaryman,5.911,0.32960311238041345,0.0025762022248032846,0.03349282296650718,0.3213344111428927,0.6533333333333333,0.013317281294027913,0.4693877551020408,0.5098814229249012
94,Africa no Salaryman (TV),6.561,0.3686697202333202,0.009779775121580866,0.0969753930280246,0.33783687972129284,0.6669444444444445,0.013906071744856929,0.49999999999999994,0.5457099422316813
95,Afro Samurai,7.351,0.394418599900642,0.01971222772851003,0.13209159261790843,0.2063495740900678,0.6405502392344498,0.005943622148969419,0.43877551020408156,0.7162337662337662
96,Afro Samurai Pilot,6.681,0.3261868680111797,7.179326576023022e-05,0.02255639097744361,0.4981060606060606,0.6935805422647527,0.013359750359912268,0.5510204081632653,0.6675394497975143
97,After War Gundam X,7.321,0.3835859527849451,0.013466851560257554,0.114149008885851,0.19694662940487762,0.6893939393939393,0.014801657294707147,0.5408163265306122,0.6411386328725038
98,After... The Animation,5.701,0.24799396725996448,0.006039389376896594,0.006835269993164731,0.1575091575091575,0.9607843137254902,0.08807411438674471,0.9591836734693877,0.40980573543015725
99,Aggressive Retsuko,7.6209999999999996,0.32899680513690416,0.001188148227949098,0.02665755297334245,0.33873144399460187,0.7214657878217201,0.02186910209388938,0.5986394557823128,0.5320477437639909
100,Aggressive Retsuko (ONA),7.651,0.3298872692431931,0.0014429203252704671,0.02460697197539303,0.3559187523003312,0.6669444444444445,0.013906071744856929,0.4999999999999999,0.5457099422316813
101,Aggressive Retsuko (ONA) 2nd Season,7.751,0.3298872692431931,0.0014429203252704671,0.02460697197539303,0.3559187523003312,0.6669444444444445,0.013906071744856929,0.4999999999999999,0.5457099422316813
102,Aggressive Retsuko (ONA) 3rd Season,7.831,0.3298872692431931,0.0014429203252704671,0.02460697197539303,0.3559187523003312,0.6669444444444445,0.013906071744856929,0.4999999999999999,0.5457099422316813
103,Aggressive Retsuko (ONA) 4th Season,7.291,0.32899680513690416,0.001188148227949098,0.02665755297334245,0.33873144399460187,0.6669444444444445,0.013906071744856929,0.49999999999999994,0.5457099422316813
104,Aharen-san wa Hakarenai,7.371,0.3875008023256081,0.03465559017800486,0.10902255639097745,0.19996687860573062,0.7944947209653093,0.047654349400746976,0.6836734693877551,0.5075344466624471
105,Aharen-san wa Hakarenai Mini,5.811,0.0,0.0,0.0,0.0,0.7944947209653093,0.047654349400746976,0.6836734693877551,0.5075344466624471
106,Ahiru Rikusentai,5.051,0.0,0.0,0.0,0.0,0.782707910750507,0.03377040161258782,0.7142857142857142,0.5385941644562334
107,Ahiru no Sora,7.281000000000001,0.3930480379010857,0.01834001230926376,0.13110047846889955,0.24058047911402833,0.7866421568627451,0.04654456105425474,0.6632653061224489,0.5153603840549479
108,Aho Girl,6.771,0.37920792363235173,0.010063693013926064,0.1064783170046328,0.2846817694260829,0.9607843137254901,0.08807411438674471,0.9591836734693877,0.40980573543015725
109,Ai,4.181,0.0,0.0,0.0,0.0,0.765625,0.03214460402853853,0.6938775510204082,0.5276292335115864
110,Ai City,5.711,0.395993254517984,0.01774086382435376,0.1449077238550923,0.19378362520101772,0.7538461538461538,0.024760273580969626,0.673469387755102,0.5643939393939394
111,Ai Uta: Since 2007,5.271,0.2947218968203906,0.002176546150844342,0.010936431989063569,0.5,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
112,Ai Yori Aoshi,7.111,0.3618949024015664,0.012712632644874575,0.08714969241285031,0.23205422451088936,0.6621621621621622,0.007475162665857364,0.4897959183673469,0.6811594202898551
113,Ai Yori Aoshi: Enishi,7.121,0.3524785477337806,0.008129555365959731,0.07211209842788789,0.29189477281623943,0.6621621621621622,0.007475162665857364,0.4897959183673469,0.6811594202898551
114,Ai no Gakkou Cuore Monogatari,6.511,0.3528864938937113,0.00759320518113534,0.0786056049213944,0.28872252204817694,0.9028059499661933,0.0684867051605112,0.8877551020408163,0.4446464574586684
115,Ai no Senshi Rainbowman,6.251,0.2883249761281582,0.0010985982658872798,0.004101161995898838,0.26666666666666666,0.7424242424242424,0.024198083517353988,0.6530612244897959,0.5584677419354839
116,Ai no Tabidachi,5.361,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
117,Ai no Utagoe wo Kikasete,7.801,0.38169218163741164,0.008064825835091204,0.09774436090225565,0.25305334288276327,0.8956463941508808,0.0629346385893495,0.8775510204081631,0.45726454112938364
118,Ai no Wakakusa Monogatari Specials,6.211,0.38674476755755904,0.008083101859222338,0.12576896787423103,0.2149560465668805,0.8448275862068966,0.04889929593427767,0.8163265306122448,0.4794871794871795
119,"Ai think so,",5.481,0.20840952685571054,0.0,0.000683526999316473,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
120,Aihen Jihen,6.281,0.0,0.0,0.0,0.0,0.7034895314057826,0.01999557873121937,0.5306122448979591,0.5985155195681511
121,Aikatsu Friends!,7.181000000000001,0.3757689355587872,0.021117521681760336,0.12326270221007064,0.30520963842357723,0.7892544588456851,0.04268842394972782,0.6734693877551021,0.5356122581888197
122,Aikatsu Friends!: Kagayaki no Jewel,7.141000000000001,0.3006182679932486,3.745101705322897e-05,0.00888585099111415,0.4743589743589743,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888197
123,Aikatsu Planet!,6.451,0.3006182679932486,3.745101705322897e-05,0.00888585099111415,0.4743589743589743,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888197
124,Aikatsu Stars!,7.551000000000001,0.3559051941107523,0.019589440506794446,0.09432672590567326,0.3818567675267323,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888199
125,Aikatsu on Parade!,7.011,0.3006182679932486,3.745101705322897e-05,0.00888585099111415,0.4743589743589743,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888197
126,Aikatsu on Parade! (ONA),6.721,0.3006182679932486,3.745101705322897e-05,0.00888585099111415,0.4743589743589743,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888197
127,Aikatsu!,7.421,0.40851165711237214,0.028537187476160995,0.16905901116427435,0.14574848554137168,0.7892544588456851,0.04268842394972782,0.6734693877551021,0.5356122581888197
128,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,7.011,0.3669275817099339,0.0035126468326054836,0.06630211893369789,0.31421821305841924,0.7034895314057826,0.01999557873121937,0.5306122448979591,0.5985155195681511
129,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.581,0.4132484666868417,0.03916932692516156,0.18318523581681478,0.12085639219632176,0.7892544588456851,0.04268842394972782,0.673469387755102,0.5356122581888197
130,Aikodesho,5.041,0.34890944008809094,0.013273729457107518,0.05194805194805195,0.15964912280701754,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
131,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,5.271,0.2699808833906966,0.0043737843333699145,0.006151742993848257,0.16666666666666666,0.7313432835820896,0.01636553146161924,0.6326530612244897,0.6064516129032258
132,Aimai Elegy,6.521,0.20840952685571054,0.0,0.000683526999316473,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
133,Ainone,4.681,0.2947218968203906,0.002176546150844342,0.010936431989063569,0.5,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
134,Air Master,6.981,0.38238870973031763,0.010452814267343735,0.09706083390293918,0.2170924305655454,0.7424242424242424,0.02231672047152516,0.6530612244897959,0.5645161290322581
135,Air in Summer,7.301,0.40364108931744397,0.023262776182854814,0.16165413533834588,0.15888956699342222,0.8448275862068966,0.04889929593427767,0.8163265306122448,0.4794871794871795
136,Airy Me,6.301,0.0,0.0,0.0,0.0,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
137,Aishen Qiaokeli-ing...,6.851,0.27583060460770836,0.012884331615039407,0.012303485987696514,0.0915032679738562,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
138,Aishen Qiaokeli-ing...II,7.071,0.3265907035206954,0.03439967181050768,0.050922761449077245,0.13976220357001676,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
139,Aishen Qiaokeli-ing: Wanjie Jinian,6.431,0.27583060460770836,0.012884331615039407,0.012303485987696514,0.0915032679738562,0.8114732379438262,0.04777463852630104,0.7244897959183674,0.5454825778600062
140,Aishiteru (2010),5.251,0.3583209926158776,0.0026679493367093472,0.05194805194805195,0.37964912280701757,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
141,Aishiteruze Baby★★,7.451,0.33831403160175233,0.001799406777553605,0.04237867395762133,0.37100097006012805,0.5833333333333334,0.0023668476071805823,0.2857142857142857,0.6813186813186812
142,Aisubeki Mirai e,6.291,0.3583209926158776,0.0026679493367093472,0.05194805194805195,0.37964912280701757,0.8305084745762712,0.03779516279195427,0.7959183673469387,0.50472334682861
143,Aiura,6.6610000000000005,0.3969956059223836,0.019894016726590892,0.12952836637047166,0.2241186703010669,0.7338298139768727,0.03403373342278181,0.5782312925170068,0.512648236772786
144,Ajimu: Kaigan Monogatari,6.341,0.337973856604504,0.00011706875405354458,0.030075187969924814,0.5697674418604651,0.7985739750445633,0.047779289218192085,0.6938775510204082,0.5358552486674596
145,Ajin,7.4110000000000005,0.3858087005841113,0.009614139626119091,0.11095921622237415,0.2700631725038418,0.6363636363636364,0.0074844640496394615,0.42857142857142855,0.6619047619047619
146,Ajin Part 1: Shoudou,7.461,0.3736588255651916,0.0027414016984285447,0.06971975393028025,0.37351970491166764,0.6363636363636364,0.007484464049639461,0.42857142857142855,0.6619047619047619
147,Ajin Part 2,7.601,0.36804433945547343,0.003722333076716748,0.06766917293233082,0.35276862438565837,0.6363636363636364,0.007484464049639461,0.42857142857142855,0.6619047619047619
148,Ajin Part 2: Shoutotsu,7.231,0.3736588255651916,0.0027414016984285447,0.06971975393028025,0.37351970491166764,0.6363636363636364,0.007484464049639461,0.42857142857142855,0.6619047619047619
149,Ajin Part 3: Shougeki,7.251,0.3736588255651916,0.0027414016984285447,0.06971975393028025,0.37351970491166764,0.6363636363636364,0.007484464049639461,0.42857142857142855,0.6619047619047619
150,Akachan to Boku,7.811,0.346383620620742,0.013721554504472386,0.07154249259512419,0.28500153231092057,0.5833333333333334,0.0023668476071805823,0.2857142857142857,0.6813186813186812
151,Akadou Suzunosuke,6.051,0.32876079595100965,0.0023130330676054377,0.023239917976760085,0.33689839572192515,0.8448275862068966,0.04889929593427767,0.8163265306122448,0.4794871794871795
152,Akage no Anne Specials,6.171,0.38674476755755904,0.008083101859222338,0.12576896787423103,0.2149560465668805,0.8448275862068966,0.04889929593427767,0.8163265306122448,0.4794871794871795
